rank,channel_name,subscribers,total_views,category,channel_title,uploads,country,country_code,channel_type,views_rank,country_rank,type_rank,views_last_30d,est_monthly_earnings_low,est_monthly_earnings_high,est_yearly_earnings_low,est_yearly_earnings_high,subs_gained_last_30d,created_year,created_month,created_date,avg_views_per_video,est_monthly_earnings_mid,channel_age_years,views_per_subscriber,views_30d_pct_of_total,sub_growth_rate_30d,follower_tier,engagement_proxy,posting_intensity,recent_views_momentum,subscriber_momentum,momentum_score,avg_views_per_30d,earnings_per_1k_views,consistency_score,marketing_category,creator_fit_score,awareness_score,engagement_suitability_score,flag_missing_30d_data,flag_low_upload_volume,flag_negative_growth,flag_earnings_missing,flag_very_high_uploads,risk_flag_count
264,Spider Slack,24000000,13943030228.0,Comedy,Spider Slack,901,Brazil,BR,Comedy,252.0,13.0,14.0,761451000.0,190400.0,3000000.0,2300000.0,36500000.0,1100000.0,2020.0,May,18.0,15475061.0,1595200.0,3.0,580.96,5.461,4.5833,macro_low,580.96,300.3,5.461,4.5833,94.7,761451000.0,2.09,66.3,Comedy,73.1,76.0,71.0,False,False,False,False,False,0
265,Goldmines Movies,24000000,5652938599.0,Film & Animation,Ti Ti,3,,,People,4057888.0,,7725.0,3.0,0.0,0.01,0.01,0.14,,2018.0,Apr,30.0,1884312866.0,0.0,5.0,235.54,0.0,,macro_low,235.54,0.6,0.0,,,3.0,0.0,28.2,Lifestyle / People,,38.1,,False,True,False,True,False,2
266,Preston,24000000,8279004442.0,Gaming,Preston,4009,United States,US,Entertainment,621.0,78.0,72.0,151697000.0,37900.0,606800.0,455100.0,7300000.0,200000.0,2012.0,Jul,4.0,2065105.0,322350.0,11.0,344.96,1.832,0.8333,macro_low,344.96,364.5,1.832,0.8333,68.7,151697000.0,2.12,83.7,Entertainment,67.1,68.3,48.0,False,False,False,False,False,0
267,James Charles,23900000,4067878931.0,Entertainment,James Charles,505,United States,US,Entertainment,1860.0,79.0,73.0,58126000.0,14500.0,232500.0,174400.0,2800000.0,100000.0,2015.0,Dec,1.0,8055206.0,123500.0,8.0,170.2,1.429,0.4184,macro_low,170.2,63.1,1.429,0.4184,48.0,58126000.0,2.12,62.6,Entertainment,34.3,48.2,30.1,False,False,False,False,False,0
268,Collins Key,23900000,6582932625.0,Entertainment,Collins Key,257,United States,US,Entertainment,911.0,79.0,73.0,10853000.0,2700.0,43400.0,32600.0,520900.0,,2011.0,Aug,9.0,25614524.0,23050.0,12.0,275.44,0.165,,macro_low,275.44,21.4,0.165,,,10853000.0,2.12,49.5,Entertainment,,46.3,,False,False,False,False,False,0
269,Diana and Roma EN,23900000,7213499085.0,People & Blogs,Diana and Roma EN,511,United States,US,Entertainment,787.0,79.0,73.0,177769000.0,44400.0,711100.0,533300.0,8500000.0,300000.0,2011.0,Dec,22.0,14116437.0,377750.0,12.0,301.82,2.464,1.2552,macro_low,301.82,42.6,2.464,1.2552,76.6,177769000.0,2.12,68.4,Entertainment,50.0,61.0,52.6,False,False,False,False,False,0
270,Venus Entertainment,23800000,5663125358.0,Entertainment,Venus Entertainment,70,,,Entertainment,367929.0,,2500.0,31633.0,8.0,127.0,95.0,1500.0,,2016.0,May,17.0,80901791.0,68.0,7.0,237.95,0.001,,macro_low,237.95,10.0,0.001,,,31633.0,2.15,35.6,Entertainment,,40.5,,False,False,False,False,False,0
271,Troom Troom,23800000,10414479943.0,Howto & Style,Troom Troom,2425,United States,US,Howto,412.0,80.0,8.0,98052000.0,24500.0,392200.0,294200.0,4700000.0,100000.0,2015.0,Sep,12.0,4294631.0,208350.0,8.0,437.58,0.941,0.4202,macro_low,437.58,303.1,0.941,0.4202,38.9,98052000.0,2.12,76.4,How-To & Style,57.2,68.2,46.6,False,False,False,False,False,0
272,Enrique Iglesias,23800000,17688774915.0,Music,Enrique Iglesias,443,United States,US,Music,154.0,80.0,77.0,122914000.0,30700.0,491700.0,368700.0,5900000.0,100000.0,2007.0,Apr,12.0,39929514.0,261200.0,16.0,743.23,0.695,0.4202,macro_low,743.23,27.7,0.695,0.4202,32.2,122914000.0,2.13,71.8,Music,49.2,70.0,66.4,False,False,False,False,False,0
273,Ninja,23700000,2543809954.0,Gaming,Ninja,1732,United States,US,Games,3590.0,81.0,19.0,8368000.0,2100.0,33500.0,25100.0,401700.0,,2011.0,Nov,11.0,1468712.0,17800.0,12.0,107.33,0.329,,macro_low,107.33,144.3,0.329,,,8368000.0,2.13,63.6,Gaming,,42.5,,False,False,False,False,False,0
274,FaZe Rug,23700000,7451792132.0,Gaming,FaZeRug,0,Canada,CA,Games,4057944.0,3885.0,7268.0,,0.0,0.0,0.0,0.0,1.0,2012.0,Nov,30.0,,0.0,11.0,314.42,,0.0,macro_low,314.42,0.0,,0.0,,,,37.7,Gaming,,,,True,True,False,True,False,3
275,Mister Max,23700000,15510153803.0,People & Blogs,Mister Max,1099,United Kingdom,GB,Entertainment,208.0,11.0,74.0,32817000.0,8200.0,131300.0,98400.0,1600000.0,,2014.0,Sep,22.0,14112970.0,69750.0,9.0,654.44,0.212,,macro_low,654.44,122.1,0.212,,,32817000.0,2.13,55.6,Entertainment,,65.1,,False,False,False,False,False,0
276,That Little Puff,23700000,20289689389.0,Pets & Animals,That Little Puff,769,United States,US,Animals,118.0,81.0,1.0,755054000.0,188800.0,3000000.0,2300000.0,36200000.0,1100000.0,2020.0,Aug,29.0,26384512.0,1594400.0,3.0,856.11,3.721,4.6414,macro_low,856.11,256.3,3.721,4.6414,91.7,755054000.0,2.11,65.1,Pets & Animals,75.4,78.8,79.2,False,False,False,False,False,0
277,NickyJamTV,23600000,15901824841.0,Music,NickyJamTV,392,,,Music,193.0,3.0,78.0,77927000.0,19500.0,311700.0,233800.0,3700000.0,100000.0,2012.0,Jan,10.0,40565880.0,165600.0,11.0,673.81,0.49,0.4237,macro_low,673.81,35.6,0.49,0.4237,25.2,77927000.0,2.13,65.2,Music,43.7,65.6,61.8,False,False,False,False,False,0
278,Juan De Dios Pantoja,23600000,2135644776.0,Entertainment,Juan De Dios Pantoja,226,Mexico,MX,People,4529.0,11.0,10.0,46862000.0,11700.0,187400.0,140600.0,2200000.0,200000.0,2014.0,Jun,9.0,9449756.0,99550.0,9.0,90.49,2.194,0.8475,macro_low,90.49,25.1,2.194,0.8475,71.3,46862000.0,2.12,59.5,Lifestyle / People,33.6,40.4,33.4,False,False,False,False,False,0
279,Logan Paul,23600000,5994002464.0,Entertainment,Logan Paul,719,United States,US,Entertainment,1057.0,82.0,75.0,10803000.0,2700.0,43200.0,32400.0,518600.0,,2015.0,Aug,29.0,8336582.0,22950.0,8.0,253.98,0.18,,macro_low,253.98,89.9,0.18,,,10803000.0,2.12,50.0,Entertainment,,47.6,,False,False,False,False,False,0
280,Maya and Mary,23600000,6766461070.0,Entertainment,Maya and Mary,552,United States,US,Entertainment,883.0,82.0,75.0,44542000.0,11100.0,178200.0,133600.0,2100000.0,400000.0,2013.0,Aug,30.0,12258082.0,94650.0,10.0,286.71,0.658,1.6949,macro_low,286.71,55.2,0.658,1.6949,54.5,44542000.0,2.12,65.8,Entertainment,41.8,52.8,52.1,False,False,False,False,False,0
281,Peppa Pig EspaÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½,23600000,7920637200.0,Film & Animation,Peppa Pig EspaÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½,1251,United Kingdom,GB,Film,668.0,12.0,19.0,53589000.0,13400.0,214400.0,160800.0,2600000.0,100000.0,2014.0,Jul,28.0,6331445.0,113900.0,9.0,335.62,0.677,0.4237,macro_low,335.62,139.0,0.677,0.4237,31.5,53589000.0,2.13,72.2,Film & Media,45.8,58.8,41.7,False,False,False,False,False,0
282,Jelly,23500000,14777034543.0,Gaming,Jelly,6066,United Kingdom,GB,Games,229.0,13.0,20.0,41669000.0,10400.0,166700.0,125000.0,2000000.0,,2014.0,May,27.0,2436043.0,88550.0,9.0,628.81,0.282,,macro_low,628.81,674.0,0.282,,,41669000.0,2.13,67.6,Gaming,,69.2,,False,False,False,False,False,0
283,Miss Katy,23500000,14696994366.0,People & Blogs,Miss Katy,1044,United Kingdom,GB,Entertainment,235.0,13.0,76.0,59629000.0,14900.0,238500.0,178900.0,2900000.0,,2014.0,Nov,17.0,14077581.0,126700.0,9.0,625.4,0.406,,macro_low,625.4,116.0,0.406,,,59629000.0,2.12,55.1,Entertainment,,66.9,,False,False,False,False,False,0
284,Tilak,23400000,9465863821.0,Film & Animation,Tilak,6672,India,IN,Film,493.0,56.0,20.0,367347000.0,91800.0,1500000.0,1100000.0,17600000.0,900000.0,2020.0,Oct,10.0,1418745.0,795900.0,3.0,404.52,3.881,3.8462,macro_low,404.52,2224.0,3.881,3.8462,91.0,367347000.0,2.17,73.3,Film & Media,75.8,73.7,53.1,False,False,False,False,False,0
285,Valentina Pontes ofc,23400000,7926899136.0,Film & Animation,Valentina Pontes ofc,1291,Brazil,BR,Entertainment,667.0,14.0,77.0,28285000.0,7100.0,113100.0,84900.0,1400000.0,,2014.0,Apr,14.0,6140123.0,60100.0,9.0,338.76,0.357,,macro_low,338.76,143.4,0.357,,,28285000.0,2.12,57.4,Entertainment,,55.9,,False,False,False,False,False,0
286,Sesame Street,23300000,22471357411.0,Entertainment,Sesame Street,3657,United States,US,Entertainment,99.0,83.0,78.0,124187000.0,31000.0,496700.0,372600.0,6000000.0,100000.0,2006.0,Jan,16.0,6144752.0,263850.0,17.0,964.44,0.553,0.4292,macro_low,964.44,215.1,0.553,0.4292,27.1,124187000.0,2.12,87.5,Entertainment,66.9,77.3,65.8,False,False,False,False,False,0
287,Happy Lives,23200000,2634.0,Science & Technology,Happy Lives,1,United States,US,Entertainment,4053372.0,84.0,79.0,6589000000.0,0.0,0.0,0.0,0.0,100000.0,2016.0,Mar,15.0,2634.0,0.0,7.0,0.0,250151860.289,0.431,macro_low,0.0,0.1,250151860.289,0.431,67.0,6589000000.0,0.0,45.8,Entertainment,19.6,45.9,6.2,False,True,False,True,False,2
288,Lady Gaga,23200000,15751661213.0,People & Blogs,Lady Gaga,172,United States,US,Music,198.0,83.0,79.0,143169000.0,35800.0,572700.0,429500.0,6900000.0,100000.0,2008.0,May,15.0,91579426.0,304250.0,15.0,678.95,0.909,0.431,macro_low,678.95,11.5,0.909,0.431,38.6,143169000.0,2.13,67.4,Music,43.8,66.9,64.8,False,False,False,False,False,0
289,Akshay Nagwadiya,23200000,7966720147.0,Entertainment,Akshay Nagwadiya,595,,,Entertainment,660.0,,79.0,321179000.0,80300.0,1300000.0,963500.0,15400000.0,900000.0,2017.0,Oct,25.0,13389446.0,690150.0,6.0,343.39,4.032,3.8793,macro_low,343.39,99.2,4.032,3.8793,91.5,321179000.0,2.15,62.2,Entertainment,55.5,64.6,55.9,False,False,False,False,False,0
290,Wave Music Bhojpuri,23100000,12889240875.0,Music,Wave Music Bhojpuri,22578,India,IN,Music,293.0,59.0,81.0,52678000.0,13200.0,210700.0,158000.0,2500000.0,100000.0,2014.0,Aug,10.0,570876.0,111950.0,9.0,557.98,0.409,0.4329,macro_low,557.98,2508.7,0.409,0.4329,22.7,52678000.0,2.13,85.5,Music,65.3,69.7,47.3,False,False,False,False,False,0
291,GMM GRAMMY OFFICIAL,23100000,25579831081.0,Music,GMM GRAMMY OFFICIAL,15462,Thailand,TH,Music,68.0,4.0,81.0,130233000.0,32600.0,520900.0,390700.0,6300000.0,,2010.0,Nov,8.0,1654368.0,276750.0,13.0,1107.35,0.509,,macro_low,1107.35,1189.4,0.509,,,130233000.0,2.13,77.4,Music,,80.1,,False,False,False,False,False,0
292,TED,23100000,2551113422.0,People & Blogs,TED,4445,United States,US,Tech,3568.0,85.0,4.0,13246000.0,3300.0,53000.0,39700.0,635800.0,100000.0,2006.0,Dec,6.0,573929.0,28150.0,17.0,110.44,0.519,0.4329,macro_low,110.44,261.5,0.519,0.4329,26.3,13246000.0,2.13,89.2,Tech,46.3,44.8,26.8,False,False,False,False,False,0
293,unknown boy varun,23100000,9299371231.0,Music,unknown boy varun,456,India,IN,Music,506.0,58.0,80.0,304021000.0,76000.0,1200000.0,912100.0,14600000.0,700000.0,2016.0,Sep,27.0,20393358.0,638000.0,7.0,402.57,3.269,3.0303,macro_low,402.57,65.1,3.269,3.0303,88.4,304021000.0,2.1,60.9,Music,53.5,65.2,59.7,False,False,False,False,False,0
294,Kids TV - Nursery Rhymes And Baby Songs,23100000,13151870846.0,Shows,Kids TV - Nursery Rhymes And Baby Songs,3781,United States,US,Music,282.0,85.0,81.0,128448000.0,32100.0,513800.0,385300.0,6200000.0,700000.0,2013.0,Aug,30.0,3478411.0,272950.0,10.0,569.35,0.977,3.0303,macro_low,569.35,378.1,0.977,3.0303,68.2,128448000.0,2.12,81.8,Music,74.0,72.5,67.2,False,False,False,False,False,0
295,Tsuriki Show,23000000,31494513067.0,Entertainment,Tsuriki Show,2905,Germany,DE,Comedy,34.0,1.0,15.0,756717000.0,189200.0,3000000.0,2300000.0,36300000.0,800000.0,2019.0,Jul,10.0,10841485.0,1594600.0,4.0,1369.33,2.403,3.4783,macro_low,1369.33,726.2,2.403,3.4783,85.8,756717000.0,2.11,73.0,Comedy,84.7,84.3,81.0,False,False,False,False,False,0
296,Technical Guruji,23000000,3378047383.0,Science & Technology,Technical Guruji,5041,India,IN,Tech,2420.0,60.0,5.0,22262000.0,5600.0,89000.0,66800.0,1100000.0,,2015.0,Oct,19.0,670115.0,47300.0,8.0,146.87,0.659,,macro_low,146.87,630.1,0.659,,,22262000.0,2.12,65.1,Tech,,48.0,,False,False,False,False,False,0
297,DrossRotzank,23000000,6041264489.0,Entertainment,DrossRotzank,1598,Argentina,AR,Entertainment,1040.0,5.0,80.0,35539000.0,8900.0,142200.0,106600.0,1700000.0,100000.0,2006.0,Mar,9.0,3780516.0,75550.0,17.0,262.66,0.588,0.4348,macro_low,262.66,94.0,0.588,0.4348,28.6,35539000.0,2.13,79.6,Entertainment,43.3,53.3,38.2,False,False,False,False,False,0
298,White Hill Music,23000000,10939966484.0,Entertainment,White Hill Music,5718,India,IN,Music,382.0,60.0,82.0,93183000.0,23300.0,372700.0,279500.0,4500000.0,100000.0,2014.0,Mar,23.0,1913251.0,198000.0,9.0,475.65,0.852,0.4348,macro_low,475.65,635.3,0.852,0.4348,37.1,93183000.0,2.12,82.3,Music,63.0,69.2,46.5,False,False,False,False,False,0
299,Ultra Movie Parlour,22900000,5320485069.0,Movies,Ultra Movie Parlour,1670,India,IN,Film,1248.0,61.0,22.0,118846000.0,0.0,0.0,0.0,0.0,300000.0,2011.0,May,17.0,3185919.0,0.0,12.0,232.34,2.234,1.31,macro_low,232.34,139.2,2.234,1.31,76.3,118846000.0,0.0,78.2,Film & Media,58.7,58.1,45.1,False,False,False,True,False,1
300,Alan Becker,22900000,5380073627.0,Film & Animation,Alan Becker,0,United States,US,Games,4057944.0,7700.0,7453.0,,0.0,0.0,0.0,0.0,1.0,2006.0,Mar,21.0,,0.0,17.0,234.94,,0.0,macro_low,234.94,0.0,,0.0,,,,45.7,Gaming,,,,True,True,False,True,False,3
301,toyorbabytv,22900000,16298342829.0,Music,toyorbabytv,1159,Jordan,JO,Music,181.0,2.0,83.0,169056000.0,42300.0,676200.0,507200.0,8100000.0,300000.0,2012.0,Nov,1.0,14062418.0,359250.0,11.0,711.72,1.037,1.31,macro_low,711.72,105.4,1.037,1.31,61.4,169056000.0,2.13,73.2,Music,65.1,73.1,72.7,False,False,False,False,False,0
302,BabyBus - Canciones Infantiles & Videos para NiÃ¯Â¿Â½Ã¯,22900000,13206471140.0,Education,BabyBus - Canciones Infantiles & Videos paraÃ¯Â¿Â½,1251,Mexico,MX,Education,278.0,12.0,17.0,136821000.0,34200.0,547300.0,410500.0,6600000.0,200000.0,2018.0,Mar,19.0,10556732.0,290750.0,5.0,576.7,1.036,0.8734,macro_low,576.7,250.2,1.036,0.8734,56.8,136821000.0,2.13,68.7,Education,61.9,69.8,62.1,False,False,False,False,False,0
303,KL BRO Biju Rithvik,22800000,17988347989.0,Entertainment,KL BRO Biju Rithvik,1841,,,Entertainment,143.0,,79.0,2033000000.0,508100.0,8100000.0,6100000.0,97600000.0,3200000.0,2020.0,Jul,21.0,9770966.0,4304050.0,3.0,788.96,11.302,14.0351,macro_low,788.96,613.7,11.302,14.0351,98.5,2033000000.0,2.12,69.9,Entertainment,83.1,80.4,76.8,False,False,False,False,False,0
304,Vania Mania Kids,22700000,10115316784.0,People & Blogs,Vania Mania Kids,985,United States,US,Education,438.0,87.0,18.0,155215000.0,38800.0,620900.0,465600.0,7500000.0,300000.0,2015.0,Sep,9.0,10269357.0,329850.0,8.0,445.61,1.534,1.3216,macro_low,445.61,123.1,1.534,1.3216,70.3,155215000.0,2.13,68.9,Education,59.3,66.6,58.9,False,False,False,False,False,0
305,Like Nastya PRT,22700000,11568118121.0,Entertainment,Like Nastya PRT,654,,,Entertainment,344.0,,82.0,96613000.0,24200.0,386500.0,289800.0,4600000.0,100000.0,2019.0,Apr,9.0,17688254.0,205350.0,4.0,509.61,0.835,0.4405,macro_low,509.61,163.5,0.835,0.4405,36.7,96613000.0,2.13,63.4,Entertainment,47.8,64.1,51.9,False,False,False,False,False,0
306,Sun TV,22600000,20847038152.0,People & Blogs,Sun TV,60964,India,IN,Entertainment,109.0,63.0,82.0,982238000.0,245600.0,3900000.0,2900000.0,47100000.0,600000.0,2016.0,Feb,26.0,341957.0,2072800.0,7.0,922.44,4.712,2.6549,macro_low,922.44,8709.1,4.712,2.6549,90.8,982238000.0,2.11,82.8,Entertainment,92.0,84.7,68.3,False,False,False,False,True,1
307,Heroindori,22600000,9223534599.0,Comedy,Heroindori,495,India,IN,Entertainment,508.0,62.0,81.0,399152000.0,99800.0,1600000.0,1200000.0,19200000.0,1400000.0,2020.0,Jun,29.0,18633403.0,849900.0,3.0,408.12,4.328,6.1947,macro_low,408.12,165.0,4.328,6.1947,94.4,399152000.0,2.13,61.5,Entertainment,60.5,65.6,61.8,False,False,False,False,False,0
308,The Chainsmokers,22600000,14231943358.0,Music,The Chainsmokers,180,United States,US,Music,246.0,88.0,84.0,81660000.0,20400.0,326600.0,245000.0,3900000.0,100000.0,2012.0,Sep,22.0,79066352.0,173500.0,11.0,629.73,0.574,0.4425,macro_low,629.73,16.4,0.574,0.4425,28.5,81660000.0,2.12,61.1,Music,37.9,61.7,59.8,False,False,False,False,False,0
309,mmoshaya,22600000,17507060680.0,People & Blogs,mmoshaya,1189,Saudi Arabia,SA,Entertainment,156.0,1.0,83.0,73829000.0,18500.0,295300.0,221500.0,3500000.0,100000.0,2010.0,Dec,11.0,14724189.0,156900.0,13.0,774.65,0.422,0.4425,macro_low,774.65,91.5,0.422,0.4425,23.5,73829000.0,2.13,75.3,Entertainment,54.8,69.1,65.3,False,False,False,False,False,0
310,Sia,22600000,13405849040.0,Music,Sia,171,United States,US,Music,273.0,88.0,84.0,95253000.0,23800.0,381000.0,285800.0,4600000.0,,2007.0,Nov,19.0,78396778.0,202400.0,16.0,593.18,0.711,,macro_low,593.18,10.7,0.711,,,95253000.0,2.12,52.0,Music,,61.8,,False,False,False,False,False,0
311,LeoNata Family,22600000,27084848152.0,People & Blogs,LeoNata Family,2321,United States,US,People,57.0,87.0,11.0,1174000000.0,293500.0,4700000.0,3500000.0,56300000.0,1300000.0,2021.0,Sep,28.0,11669474.0,2496750.0,2.0,1198.44,4.335,5.7522,macro_low,1198.44,1160.5,4.335,5.7522,94.2,1174000000.0,2.13,70.3,Lifestyle / People,86.2,83.0,81.3,False,False,False,False,False,0
312,Goldmines Cineplex,22500000,2431154438.0,Film & Animation,Goldmines Cineplex,3377,India,IN,Film,3793.0,64.0,23.0,48740000.0,12200.0,195000.0,146200.0,2300000.0,200000.0,2015.0,Sep,12.0,719915.0,103600.0,8.0,108.05,2.005,0.8889,macro_low,108.05,422.1,2.005,0.8889,70.7,48740000.0,2.13,78.4,Film & Media,58.2,47.7,32.3,False,False,False,False,False,0
313,Vlad and Niki Arabic,22500000,10613701948.0,,Vlad and Niki Arabic,526,United States,US,Entertainment,399.0,89.0,84.0,65066000.0,16300.0,260300.0,195200.0,3100000.0,100000.0,2018.0,Nov,9.0,20178141.0,138300.0,5.0,471.72,0.613,0.4444,macro_low,471.72,105.2,0.613,0.4444,30.0,65066000.0,2.13,61.2,Entertainment,41.3,60.2,49.7,False,False,False,False,False,0
314,SSundee,22500000,13835173331.0,Gaming,SSundee,3315,United States,US,Games,261.0,90.0,21.0,175094000.0,43800.0,700400.0,525300.0,8400000.0,200000.0,2009.0,Nov,28.0,4173506.0,372100.0,14.0,614.9,1.266,0.8889,macro_low,614.9,236.8,1.266,0.8889,61.7,175094000.0,2.13,86.3,Gaming,72.5,73.5,65.2,False,False,False,False,False,0
315,Paulo Londra,22400000,8040036209.0,Music,Paulo Londra,58,Argentina,AR,Music,648.0,6.0,85.0,72242000.0,18100.0,289000.0,216700.0,3500000.0,,2016.0,Aug,8.0,138621314.0,153550.0,7.0,358.93,0.899,,macro_low,358.93,8.3,0.899,,,72242000.0,2.13,35.0,Music,,52.3,,False,False,False,False,False,0
316,Smile Family,22300000,8663830163.0,People & Blogs,SMILE Family,34,France,FR,Music,3805801.0,3046.0,4509.0,735.0,0.18,3.0,2.0,35.0,10.0,2019.0,Nov,3.0,254818534.0,2.0,4.0,388.51,0.0,0.0,macro_low,388.51,8.5,0.0,0.0,3.6,735.0,2.72,44.1,Music,18.0,43.8,41.3,False,True,False,False,False,1
317,FGTeeV,22300000,24059336857.0,Gaming,FGTeeV,1724,United States,US,Games,77.0,91.0,22.0,132110000.0,33000.0,528400.0,396300.0,6300000.0,100000.0,2013.0,May,24.0,13955532.0,280700.0,10.0,1078.89,0.549,0.4484,macro_low,1078.89,172.4,0.549,0.4484,27.8,132110000.0,2.12,75.9,Gaming,62.5,75.7,68.6,False,False,False,False,False,0
318,Kinder Spielzeug Kanal (Kidibli),22200000,11136266461.0,Entertainment,Kinder Spielzeug Kanal (Kidibli),999,United States,US,Entertainment,370.0,92.0,86.0,139333000.0,34800.0,557300.0,418000.0,6700000.0,200000.0,2015.0,Sep,25.0,11147414.0,296050.0,8.0,501.63,1.251,0.9009,macro_low,501.63,124.9,1.251,0.9009,61.5,139333000.0,2.12,69.1,Entertainment,58.4,66.8,59.7,False,False,False,False,False,0
319,Charlie Puth,22000000,9924807127.0,Music,Charlie Puth,157,United States,US,Music,449.0,94.0,86.0,111500000.0,27900.0,446000.0,334500.0,5400000.0,100000.0,2009.0,Sep,9.0,63215332.0,236950.0,14.0,451.13,1.123,0.4545,macro_low,451.13,11.2,1.123,0.4545,43.9,111500000.0,2.13,65.3,Music,38.0,58.5,54.2,False,False,False,False,False,0
320,Vlad and Niki ESP,22000000,8594440895.0,,Vlad and Niki ESP,515,United States,US,Entertainment,591.0,93.0,87.0,183871000.0,46000.0,735500.0,551600.0,8800000.0,200000.0,2018.0,Oct,11.0,16688235.0,390750.0,5.0,390.66,2.139,0.9091,macro_low,390.66,103.0,2.139,0.9091,71.5,183871000.0,2.13,60.8,Entertainment,50.4,61.8,51.8,False,False,False,False,False,0
321,Sagawa /Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½,22000000,18347969186.0,Entertainment,Sagawa /Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½,6274,Japan,JP,Entertainment,144.0,3.0,88.0,711254000.0,177800.0,2800000.0,2100000.0,34100000.0,800000.0,2021.0,Feb,13.0,2924445.0,1488900.0,2.0,834.0,3.876,3.6364,macro_low,834.0,3137.0,3.876,3.6364,90.6,711254000.0,2.09,71.8,Entertainment,85.8,81.6,70.1,False,False,False,False,False,0
322,Ben Azelart,21900000,4454917643.0,Film & Animation,Ben Azelart,301,United States,US,Entertainment,1620.0,94.0,88.0,184946000.0,46200.0,739800.0,554800.0,8900000.0,500000.0,2014.0,Jun,5.0,14800391.0,393000.0,9.0,203.42,4.152,2.2831,macro_low,203.42,33.4,4.152,2.2831,88.3,184946000.0,2.12,60.8,Entertainment,43.5,51.8,47.0,False,False,False,False,False,0
323,Zach Choi ASMR,21900000,5918314128.0,People & Blogs,Zach Choi ASMR,946,United States,US,People,1069.0,94.0,12.0,234222000.0,58600.0,936900.0,702700.0,11200000.0,400000.0,2014.0,Jul,5.0,6256146.0,497750.0,9.0,270.24,3.958,1.8265,macro_low,270.24,105.1,3.958,1.8265,86.1,234222000.0,2.13,69.1,Lifestyle / People,56.2,59.5,48.7,False,False,False,False,False,0
324,Topper Guild,21900000,15552070846.0,Comedy,Topper Guild,816,United States,US,Comedy,204.0,91.0,16.0,687028000.0,171800.0,2700000.0,2100000.0,33000000.0,1900000.0,2014.0,Jul,9.0,19058910.0,1435900.0,9.0,710.14,4.418,8.6758,macro_low,710.14,90.7,4.418,8.6758,95.4,687028000.0,2.09,67.2,Comedy,71.0,74.7,77.7,False,False,False,False,False,0
325,Disney LatinoamÃ¯Â¿Â½Ã¯Â¿Â½,21900000,20657571751.0,Entertainment,disneylatinoamerica,116,Mexico,MX,Music,1277277.0,2973.0,4085.0,4719.0,1.0,19.0,14.0,227.0,,2008.0,Apr,7.0,178082515.0,10.0,15.0,943.27,0.0,,macro_low,943.27,7.7,0.0,,,4719.0,2.12,50.8,Music,,54.6,,False,False,False,False,False,0
326,Stokes Twins,21800000,4469711607.0,People & Blogs,Stokes Twins,257,United States,US,People,1610.0,95.0,13.0,197953000.0,49500.0,791800.0,593900.0,9500000.0,600000.0,2008.0,Apr,11.0,17391874.0,420650.0,15.0,205.03,4.429,2.7523,macro_low,205.03,17.1,4.429,2.7523,90.5,197953000.0,2.12,69.3,Lifestyle / People,46.9,51.7,53.1,False,False,False,False,False,0
327,National Geographic,21800000,5614621131.0,Science & Technology,National Geographic,10162,United States,US,Entertainment,1158.0,95.0,89.0,45812000.0,11500.0,183200.0,137400.0,2200000.0,100000.0,2006.0,May,7.0,552511.0,97350.0,17.0,257.55,0.816,0.4587,macro_low,257.55,597.8,0.816,0.4587,36.8,45812000.0,2.12,93.8,Entertainment,57.3,56.0,34.3,False,False,False,False,False,0
328,Dua Lipa,21800000,11288359365.0,Music,Dua Lipa,164,United Kingdom,GB,Music,368.0,14.0,87.0,128047000.0,32000.0,512200.0,384100.0,6100000.0,100000.0,2011.0,Feb,5.0,68831460.0,272100.0,12.0,517.81,1.134,0.4587,macro_low,517.81,13.7,1.134,0.4587,44.2,128047000.0,2.13,62.2,Music,38.6,60.7,55.3,False,False,False,False,False,0
329,OneDirectionVEVO,21800000,12140232004.0,Music,OneDirectionVEVO,266,United Kingdom,GB,Music,322.0,14.0,87.0,51134000.0,12800.0,204500.0,153400.0,2500000.0,,2010.0,Dec,4.0,45639970.0,108650.0,13.0,556.89,0.421,,macro_low,556.89,20.5,0.421,,,51134000.0,2.12,50.9,Music,,58.0,,False,False,False,False,False,0
330,Rotana,21800000,19329351143.0,Music,rotana5018,135,,,Music,926975.0,,2709.0,10571.0,3.0,42.0,32.0,507.0,100.0,2011.0,Oct,27.0,143180379.0,22.0,12.0,886.67,0.0,0.0005,macro_low,886.67,11.2,0.0,0.0005,5.5,10571.0,2.08,61.3,Music,38.0,54.2,63.9,False,False,False,False,False,0
