post_id,creator_id,category,follower_tier,followers_at_post,post_date,post_hour,post_weekday,is_sponsored,likes,comments,engagement,engagement_rate,hashtag_count,caption_length,has_brand_mention
P0014258,CR00287,Tech,micro,33882,2024-03-19,21,Tuesday,False,1189,26,1215,3.586,5,48,False
P0014259,CR00287,Tech,micro,33882,2023-06-23,11,Friday,False,1412,83,1495,4.412,9,203,False
P0014260,CR00287,Tech,micro,33882,2024-12-14,9,Saturday,True,1033,33,1066,3.146,3,42,True
P0014261,CR00287,Tech,micro,33882,2023-05-08,18,Monday,False,1019,22,1041,3.072,6,40,False
P0014262,CR00287,Tech,micro,33882,2024-07-18,4,Thursday,False,1013,73,1086,3.205,24,269,True
P0014263,CR00287,Tech,micro,33882,2023-08-09,14,Wednesday,False,1342,86,1428,4.215,14,148,False
P0014264,CR00287,Tech,micro,33882,2024-05-16,15,Thursday,False,1381,68,1449,4.277,17,131,False
P0014265,CR00287,Tech,micro,33882,2023-03-03,14,Friday,False,647,34,681,2.01,23,15,False
P0014266,CR00287,Tech,micro,33882,2024-11-21,7,Thursday,False,744,22,766,2.261,15,409,False
P0014267,CR00287,Tech,micro,33882,2024-04-09,20,Tuesday,False,1096,26,1122,3.311,23,103,False
P0014268,CR00287,Tech,micro,33882,2023-07-08,19,Saturday,False,2167,163,2330,6.877,25,148,False
P0014269,CR00287,Tech,micro,33882,2023-06-19,19,Monday,False,698,18,716,2.113,28,69,False
P0014270,CR00287,Tech,micro,33882,2023-05-14,17,Sunday,False,1042,26,1068,3.152,25,124,False
P0014271,CR00287,Tech,micro,33882,2024-05-29,7,Wednesday,True,1050,60,1110,3.276,10,25,True
P0014272,CR00287,Tech,micro,33882,2024-07-14,1,Sunday,False,2989,144,3133,9.247,1,172,False
P0014273,CR00287,Tech,micro,33882,2023-10-15,6,Sunday,True,1315,67,1382,4.079,4,219,True
P0014274,CR00287,Tech,micro,33882,2023-07-19,12,Wednesday,False,1520,74,1594,4.705,0,42,False
P0014275,CR00288,Food,micro,35720,2023-12-24,21,Sunday,False,959,33,992,2.777,2,171,False
P0014276,CR00288,Food,micro,35720,2023-08-26,18,Saturday,False,827,63,890,2.492,6,101,False
P0014277,CR00288,Food,micro,35720,2024-01-23,22,Tuesday,False,1761,125,1886,5.28,11,79,False
P0014278,CR00288,Food,micro,35720,2025-01-16,15,Thursday,True,1251,46,1297,3.631,6,138,True
P0014279,CR00288,Food,micro,35720,2023-11-10,19,Friday,False,1443,71,1514,4.239,8,211,False
P0014280,CR00288,Food,micro,35720,2023-10-30,7,Monday,False,1306,71,1377,3.855,22,82,False
P0014281,CR00288,Food,micro,35720,2024-07-05,15,Friday,False,1322,70,1392,3.897,6,255,False
P0014282,CR00288,Food,micro,35720,2023-03-29,12,Wednesday,False,1743,97,1840,5.151,4,110,False
P0014283,CR00288,Food,micro,35720,2024-06-30,11,Sunday,True,1019,54,1073,3.004,24,216,True
P0014284,CR00288,Food,micro,35720,2024-09-19,15,Thursday,False,1485,104,1589,4.448,8,28,False
P0014285,CR00288,Food,micro,35720,2024-06-08,6,Saturday,False,1094,53,1147,3.211,5,15,False
P0014286,CR00288,Food,micro,35720,2023-04-07,17,Friday,False,868,28,896,2.508,11,103,False
P0014287,CR00288,Food,micro,35720,2024-05-17,16,Friday,False,1351,49,1400,3.919,15,94,False
P0014288,CR00288,Food,micro,35720,2025-02-04,15,Tuesday,False,712,19,731,2.046,6,403,False
P0014289,CR00288,Food,micro,35720,2023-10-22,9,Sunday,False,1344,77,1421,3.978,17,58,False
P0014290,CR00288,Food,micro,35720,2023-07-12,14,Wednesday,False,1195,33,1228,3.438,23,328,False
P0014291,CR00288,Food,micro,35720,2023-05-04,11,Thursday,True,1269,83,1352,3.785,29,137,True
P0014292,CR00288,Food,micro,35720,2023-08-13,9,Sunday,False,1643,58,1701,4.762,29,24,False
P0014293,CR00288,Food,micro,35720,2024-08-03,1,Saturday,False,1592,106,1698,4.754,16,76,False
P0014294,CR00288,Food,micro,35720,2024-09-09,18,Monday,False,1385,80,1465,4.101,4,18,False
P0014295,CR00288,Food,micro,35720,2024-06-24,3,Monday,True,972,69,1041,2.914,24,48,True
P0014296,CR00288,Food,micro,35720,2024-03-07,8,Thursday,False,2860,147,3007,8.418,6,263,False
P0014297,CR00288,Food,micro,35720,2024-02-02,13,Friday,False,1740,82,1822,5.101,0,347,False
P0014298,CR00288,Food,micro,35720,2023-06-22,11,Thursday,False,967,51,1018,2.85,19,110,False
P0014299,CR00288,Food,micro,35720,2024-07-28,8,Sunday,True,896,35,931,2.606,9,43,True
P0014300,CR00288,Food,micro,35720,2024-11-21,19,Thursday,False,674,16,690,1.932,2,78,False
P0014301,CR00288,Food,micro,35720,2023-08-14,1,Monday,False,1449,107,1556,4.356,14,31,False
P0014302,CR00288,Food,micro,35720,2023-10-28,11,Saturday,True,1522,84,1606,4.496,10,169,True
P0014303,CR00288,Food,micro,35720,2024-06-14,14,Friday,True,678,37,715,2.002,26,21,True
P0014304,CR00289,Photography,nano,2699,2023-11-26,13,Sunday,True,151,7,158,5.854,15,154,True
P0014305,CR00289,Photography,nano,2699,2024-02-29,19,Thursday,False,158,12,170,6.299,11,114,False
P0014306,CR00289,Photography,nano,2699,2023-08-19,8,Saturday,True,61,3,64,2.371,28,36,True
P0014307,CR00289,Photography,nano,2699,2023-05-09,16,Tuesday,False,103,4,107,3.964,21,80,False
P0014308,CR00289,Photography,nano,2699,2023-07-09,11,Sunday,False,107,8,115,4.261,28,15,True
P0014309,CR00289,Photography,nano,2699,2024-09-28,7,Saturday,False,35,2,37,1.371,0,91,False
P0014310,CR00289,Photography,nano,2699,2024-11-25,16,Monday,False,53,2,55,2.038,29,162,True
P0014311,CR00289,Photography,nano,2699,2023-08-10,16,Thursday,False,118,7,125,4.631,4,12,False
P0014312,CR00289,Photography,nano,2699,2023-03-07,11,Tuesday,True,59,4,63,2.334,9,33,True
P0014313,CR00289,Photography,nano,2699,2024-02-24,12,Saturday,True,63,1,64,2.371,12,142,True
P0014314,CR00289,Photography,nano,2699,2024-02-20,17,Tuesday,True,48,1,49,1.815,22,202,True
P0014315,CR00289,Photography,nano,2699,2024-10-20,22,Sunday,False,125,4,129,4.78,3,148,False
P0014316,CR00289,Photography,nano,2699,2024-12-19,17,Thursday,True,71,3,74,2.742,23,218,True
P0014317,CR00289,Photography,nano,2699,2025-02-11,19,Tuesday,False,86,3,89,3.298,6,66,False
P0014318,CR00289,Photography,nano,2699,2024-10-24,11,Thursday,True,87,6,93,3.446,23,102,True
P0014319,CR00289,Photography,nano,2699,2024-10-05,2,Saturday,False,143,6,149,5.521,26,246,False
P0014320,CR00289,Photography,nano,2699,2024-05-25,18,Saturday,True,54,2,56,2.075,26,11,True
P0014321,CR00289,Photography,nano,2699,2023-12-17,19,Sunday,True,96,4,100,3.705,11,51,True
P0014322,CR00289,Photography,nano,2699,2024-07-21,16,Sunday,False,39,1,40,1.482,24,333,False
P0014323,CR00289,Photography,nano,2699,2024-09-20,10,Friday,False,152,7,159,5.891,21,96,False
P0014324,CR00289,Photography,nano,2699,2025-02-14,7,Friday,False,96,3,99,3.668,28,61,False
P0014325,CR00289,Photography,nano,2699,2023-11-21,16,Tuesday,True,72,2,74,2.742,11,171,True
P0014326,CR00289,Photography,nano,2699,2023-08-21,11,Monday,False,100,2,102,3.779,0,35,False
P0014327,CR00289,Photography,nano,2699,2023-10-23,10,Monday,False,261,6,267,9.893,20,38,False
P0014328,CR00289,Photography,nano,2699,2025-02-07,9,Friday,True,56,2,58,2.149,28,72,True
P0014329,CR00289,Photography,nano,2699,2023-04-20,14,Thursday,True,52,1,53,1.964,14,65,True
P0014330,CR00289,Photography,nano,2699,2023-04-16,9,Sunday,True,62,3,65,2.408,16,78,True
P0014331,CR00289,Photography,nano,2699,2023-04-08,12,Saturday,False,143,10,153,5.669,20,138,False
P0014332,CR00289,Photography,nano,2699,2023-04-20,11,Thursday,True,63,3,66,2.445,21,122,True
P0014333,CR00289,Photography,nano,2699,2023-09-30,8,Saturday,True,60,1,61,2.26,17,26,True
P0014334,CR00289,Photography,nano,2699,2024-05-04,19,Saturday,True,59,4,63,2.334,7,88,True
P0014335,CR00289,Photography,nano,2699,2025-02-28,7,Friday,False,118,5,123,4.557,10,40,False
P0014336,CR00289,Photography,nano,2699,2024-02-03,17,Saturday,False,84,5,89,3.298,21,581,False
P0014337,CR00289,Photography,nano,2699,2024-08-08,15,Thursday,True,103,3,106,3.927,7,288,True
P0014338,CR00289,Photography,nano,2699,2023-03-20,9,Monday,False,144,7,151,5.595,23,107,False
P0014339,CR00289,Photography,nano,2699,2024-05-23,20,Thursday,False,61,2,63,2.334,27,148,True
P0014340,CR00289,Photography,nano,2699,2024-06-24,21,Monday,False,189,12,201,7.447,17,103,False
P0014341,CR00289,Photography,nano,2699,2024-03-11,17,Monday,False,76,2,78,2.89,14,53,False
P0014342,CR00289,Photography,nano,2699,2024-05-24,11,Friday,True,128,3,131,4.854,13,83,True
P0014343,CR00289,Photography,nano,2699,2023-04-06,14,Thursday,True,149,3,152,5.632,6,84,True
P0014344,CR00289,Photography,nano,2699,2023-07-06,11,Thursday,False,67,4,71,2.631,12,138,False
P0014345,CR00289,Photography,nano,2699,2024-01-24,14,Wednesday,False,21,0,21,0.778,22,644,False
P0014346,CR00289,Photography,nano,2699,2024-12-30,11,Monday,False,47,1,48,1.778,9,253,True
P0014347,CR00289,Photography,nano,2699,2024-12-14,18,Saturday,True,40,2,42,1.556,26,22,True
P0014348,CR00289,Photography,nano,2699,2024-04-12,15,Friday,False,43,1,44,1.63,19,280,False
P0014349,CR00290,Tech,micro,24931,2024-06-01,17,Saturday,False,1088,54,1142,4.581,20,75,False
P0014350,CR00290,Tech,micro,24931,2024-01-13,6,Saturday,False,1284,61,1345,5.395,18,90,False
P0014351,CR00290,Tech,micro,24931,2023-09-28,20,Thursday,False,635,46,681,2.732,15,73,False
P0014352,CR00290,Tech,micro,24931,2024-11-17,9,Sunday,True,722,19,741,2.972,4,42,True
P0014353,CR00290,Tech,micro,24931,2023-03-31,10,Friday,False,769,29,798,3.201,2,74,False
P0014354,CR00290,Tech,micro,24931,2024-08-11,9,Sunday,False,1229,63,1292,5.182,9,79,False
P0014355,CR00290,Tech,micro,24931,2023-09-25,18,Monday,False,1058,21,1079,4.328,27,128,False
P0014356,CR00290,Tech,micro,24931,2024-07-17,16,Wednesday,True,714,47,761,3.052,7,199,True
P0014357,CR00290,Tech,micro,24931,2025-01-23,23,Thursday,False,760,51,811,3.253,5,228,False
P0014358,CR00290,Tech,micro,24931,2023-06-08,9,Thursday,True,544,12,556,2.23,15,56,True
P0014359,CR00290,Tech,micro,24931,2024-03-30,9,Saturday,False,645,38,683,2.74,7,34,False
P0014360,CR00290,Tech,micro,24931,2024-11-03,2,Sunday,False,1091,72,1163,4.665,16,120,False
P0014361,CR00290,Tech,micro,24931,2024-05-05,0,Sunday,False,1481,37,1518,6.089,21,291,False
P0014362,CR00290,Tech,micro,24931,2023-09-06,15,Wednesday,False,1025,20,1045,4.192,26,73,False
P0014363,CR00290,Tech,micro,24931,2023-04-02,10,Sunday,False,2240,105,2345,9.406,27,58,False
P0014364,CR00290,Tech,micro,24931,2023-09-18,19,Monday,True,857,42,899,3.606,19,72,True
P0014365,CR00290,Tech,micro,24931,2024-02-22,6,Thursday,False,2452,52,2504,10.044,18,48,True
P0014366,CR00290,Tech,micro,24931,2024-12-16,16,Monday,False,1130,89,1219,4.889,27,190,False
P0014367,CR00290,Tech,micro,24931,2024-04-20,13,Saturday,True,687,50,737,2.956,3,82,True
P0014368,CR00290,Tech,micro,24931,2024-07-29,14,Monday,False,858,47,905,3.63,4,450,False
P0014369,CR00290,Tech,micro,24931,2023-06-26,14,Monday,True,670,17,687,2.756,17,88,True
P0014370,CR00290,Tech,micro,24931,2024-08-30,17,Friday,False,946,31,977,3.919,16,40,False
P0014371,CR00290,Tech,micro,24931,2024-02-02,9,Friday,False,1354,45,1399,5.611,10,185,False
P0014372,CR00290,Tech,micro,24931,2024-01-02,19,Tuesday,False,1142,33,1175,4.713,13,249,False
P0014373,CR00290,Tech,micro,24931,2024-09-11,21,Wednesday,False,599,28,627,2.515,23,57,False
P0014374,CR00290,Tech,micro,24931,2024-09-11,7,Wednesday,True,1057,73,1130,4.533,24,97,True
P0014375,CR00290,Tech,micro,24931,2024-01-22,13,Monday,False,1694,65,1759,7.055,11,96,True
P0014376,CR00290,Tech,micro,24931,2024-03-31,16,Sunday,False,822,53,875,3.51,13,184,False
P0014377,CR00290,Tech,micro,24931,2024-03-28,11,Thursday,True,1053,38,1091,4.376,19,121,True
P0014378,CR00290,Tech,micro,24931,2023-04-27,13,Thursday,True,835,63,898,3.602,24,28,True
P0014379,CR00290,Tech,micro,24931,2023-11-14,16,Tuesday,True,783,36,819,3.285,15,154,True
P0014380,CR00290,Tech,micro,24931,2023-09-28,8,Thursday,False,936,40,976,3.915,19,96,False
P0014381,CR00290,Tech,micro,24931,2024-09-14,8,Saturday,False,1684,50,1734,6.955,21,148,False
P0014382,CR00290,Tech,micro,24931,2023-07-17,23,Monday,True,825,31,856,3.433,16,91,True
P0014383,CR00290,Tech,micro,24931,2023-07-13,22,Thursday,False,1716,100,1816,7.284,7,180,False
P0014384,CR00290,Tech,micro,24931,2024-04-10,13,Wednesday,False,1324,94,1418,5.688,28,38,False
P0014385,CR00290,Tech,micro,24931,2024-10-30,13,Wednesday,False,687,53,740,2.968,7,133,False
P0014386,CR00290,Tech,micro,24931,2023-05-10,14,Wednesday,True,659,19,678,2.72,17,68,True
P0014387,CR00290,Tech,micro,24931,2024-09-20,18,Friday,False,1199,46,1245,4.994,23,674,False
P0014388,CR00290,Tech,micro,24931,2023-09-10,9,Sunday,False,879,64,943,3.782,14,175,False
P0014389,CR00290,Tech,micro,24931,2023-07-28,11,Friday,False,856,55,911,3.654,3,481,False
P0014390,CR00290,Tech,micro,24931,2023-10-04,7,Wednesday,True,467,10,477,1.913,13,210,True
P0014391,CR00290,Tech,micro,24931,2023-07-08,15,Saturday,False,1295,85,1380,5.535,26,61,False
P0014392,CR00290,Tech,micro,24931,2023-12-15,7,Friday,False,966,32,998,4.003,8,124,False
P0014393,CR00290,Tech,micro,24931,2025-01-26,7,Sunday,False,857,57,914,3.666,14,70,False
P0014394,CR00290,Tech,micro,24931,2023-11-29,11,Wednesday,False,1235,60,1295,5.194,20,22,False
P0014395,CR00290,Tech,micro,24931,2023-07-23,16,Sunday,False,467,20,487,1.953,14,293,False
P0014396,CR00290,Tech,micro,24931,2024-04-24,16,Wednesday,False,1433,109,1542,6.185,2,54,False
P0014397,CR00291,Pets,nano,5565,2024-11-10,11,Sunday,False,523,27,550,9.883,24,61,False
P0014398,CR00291,Pets,nano,5565,2024-10-30,16,Wednesday,True,354,15,369,6.631,4,11,True
P0014399,CR00291,Pets,nano,5565,2024-05-29,20,Wednesday,False,170,6,176,3.163,7,63,False
P0014400,CR00291,Pets,nano,5565,2023-06-18,16,Sunday,False,448,26,474,8.518,4,24,False
P0014401,CR00291,Pets,nano,5565,2023-10-16,9,Monday,False,678,30,708,12.722,20,37,False
P0014402,CR00291,Pets,nano,5565,2024-02-11,15,Sunday,False,384,22,406,7.296,5,115,False
P0014403,CR00291,Pets,nano,5565,2024-11-08,19,Friday,False,320,11,331,5.948,3,97,False
P0014404,CR00291,Pets,nano,5565,2023-09-16,12,Saturday,False,390,12,402,7.224,26,110,False
P0014405,CR00291,Pets,nano,5565,2023-11-27,15,Monday,False,136,9,145,2.606,20,117,True
P0014406,CR00291,Pets,nano,5565,2023-12-11,14,Monday,False,324,25,349,6.271,17,58,False
P0014407,CR00291,Pets,nano,5565,2025-01-05,18,Sunday,False,364,12,376,6.757,21,322,False
P0014408,CR00291,Pets,nano,5565,2023-03-31,22,Friday,False,326,7,333,5.984,11,41,False
P0014409,CR00291,Pets,nano,5565,2023-04-06,9,Thursday,False,279,7,286,5.139,4,54,False
P0014410,CR00291,Pets,nano,5565,2024-10-04,11,Friday,False,126,2,128,2.3,25,694,True
P0014411,CR00291,Pets,nano,5565,2023-03-13,17,Monday,False,273,16,289,5.193,3,11,False
P0014412,CR00291,Pets,nano,5565,2023-12-01,14,Friday,True,655,50,705,12.668,13,126,True
P0014413,CR00291,Pets,nano,5565,2024-03-18,9,Monday,False,168,6,174,3.127,4,37,False
P0014414,CR00291,Pets,nano,5565,2024-01-25,19,Thursday,False,136,7,143,2.57,18,120,False
P0014415,CR00291,Pets,nano,5565,2024-02-13,22,Tuesday,False,280,5,285,5.121,27,34,False
P0014416,CR00291,Pets,nano,5565,2024-03-25,17,Monday,False,210,4,214,3.845,27,84,False
P0014417,CR00291,Pets,nano,5565,2024-02-10,20,Saturday,False,392,22,414,7.439,2,69,False
P0014418,CR00291,Pets,nano,5565,2023-03-12,18,Sunday,False,341,20,361,6.487,1,53,False
P0014419,CR00291,Pets,nano,5565,2023-07-13,6,Thursday,False,345,22,367,6.595,11,211,False
P0014420,CR00291,Pets,nano,5565,2023-10-27,16,Friday,False,169,6,175,3.145,8,55,False
P0014421,CR00291,Pets,nano,5565,2023-05-31,8,Wednesday,False,205,9,214,3.845,9,16,False
P0014422,CR00291,Pets,nano,5565,2024-02-10,15,Saturday,False,179,4,183,3.288,18,28,False
P0014423,CR00291,Pets,nano,5565,2024-08-13,9,Tuesday,False,747,56,803,14.429,22,164,False
P0014424,CR00291,Pets,nano,5565,2024-07-17,21,Wednesday,True,171,10,181,3.252,29,60,True
P0014425,CR00291,Pets,nano,5565,2023-08-30,19,Wednesday,True,203,5,208,3.738,5,439,True
P0014426,CR00291,Pets,nano,5565,2024-05-05,22,Sunday,True,295,11,306,5.499,17,125,True
P0014427,CR00291,Pets,nano,5565,2023-12-29,17,Friday,True,508,12,520,9.344,6,217,True
P0014428,CR00291,Pets,nano,5565,2024-11-06,9,Wednesday,False,307,8,315,5.66,28,736,False
P0014429,CR00291,Pets,nano,5565,2024-05-27,0,Monday,True,128,3,131,2.354,24,117,True
P0014430,CR00291,Pets,nano,5565,2025-01-14,12,Tuesday,False,214,14,228,4.097,19,115,False
P0014431,CR00291,Pets,nano,5565,2023-07-17,10,Monday,False,307,7,314,5.642,25,145,False
P0014432,CR00291,Pets,nano,5565,2023-11-14,6,Tuesday,False,161,4,165,2.965,7,71,False
P0014433,CR00291,Pets,nano,5565,2025-01-20,17,Monday,False,216,5,221,3.971,29,60,False
P0014434,CR00291,Pets,nano,5565,2024-05-17,9,Friday,False,275,20,295,5.301,15,124,False
P0014435,CR00291,Pets,nano,5565,2024-07-20,9,Saturday,False,283,8,291,5.229,7,109,False
P0014436,CR00291,Pets,nano,5565,2024-02-01,16,Thursday,True,179,7,186,3.342,15,158,True
P0014437,CR00291,Pets,nano,5565,2024-09-27,11,Friday,False,247,10,257,4.618,5,22,False
P0014438,CR00291,Pets,nano,5565,2023-09-21,10,Thursday,False,220,8,228,4.097,2,211,False
P0014439,CR00291,Pets,nano,5565,2023-05-29,9,Monday,False,206,14,220,3.953,5,113,False
P0014440,CR00291,Pets,nano,5565,2023-06-20,11,Tuesday,True,211,12,223,4.007,25,44,True
P0014441,CR00291,Pets,nano,5565,2023-06-10,9,Saturday,False,172,8,180,3.235,25,57,False
P0014442,CR00291,Pets,nano,5565,2024-03-09,7,Saturday,False,561,23,584,10.494,5,125,False
P0014443,CR00291,Pets,nano,5565,2023-04-20,12,Thursday,True,136,5,141,2.534,27,66,True
P0014444,CR00291,Pets,nano,5565,2024-10-05,1,Saturday,False,312,20,332,5.966,24,44,False
P0014445,CR00291,Pets,nano,5565,2025-02-21,5,Friday,False,514,35,549,9.865,0,151,False
P0014446,CR00291,Pets,nano,5565,2023-07-04,10,Tuesday,False,351,24,375,6.739,9,142,False
P0014447,CR00291,Pets,nano,5565,2024-12-06,19,Friday,True,171,10,181,3.252,23,20,True
P0014448,CR00291,Pets,nano,5565,2024-11-26,21,Tuesday,False,239,10,249,4.474,21,45,False
P0014449,CR00291,Pets,nano,5565,2023-04-08,15,Saturday,False,395,8,403,7.242,19,85,False
P0014450,CR00291,Pets,nano,5565,2023-09-27,12,Wednesday,True,150,4,154,2.767,17,136,True
P0014451,CR00291,Pets,nano,5565,2024-08-17,21,Saturday,False,164,7,171,3.073,23,54,True
P0014452,CR00291,Pets,nano,5565,2024-10-31,9,Thursday,False,417,30,447,8.032,5,303,False
P0014453,CR00291,Pets,nano,5565,2023-11-03,22,Friday,False,264,12,276,4.96,0,54,False
P0014454,CR00291,Pets,nano,5565,2024-05-04,16,Saturday,False,154,6,160,2.875,16,81,False
P0014455,CR00291,Pets,nano,5565,2024-04-04,14,Thursday,False,239,18,257,4.618,24,192,False
P0014456,CR00291,Pets,nano,5565,2023-11-09,21,Thursday,True,261,14,275,4.942,21,92,True
P0014457,CR00291,Pets,nano,5565,2025-02-15,13,Saturday,False,298,21,319,5.732,15,177,False
P0014458,CR00291,Pets,nano,5565,2023-04-08,17,Saturday,True,204,6,210,3.774,18,38,True
P0014459,CR00291,Pets,nano,5565,2024-07-03,17,Wednesday,False,863,30,893,16.047,1,34,True
P0014460,CR00292,Health,nano,5917,2023-09-23,23,Saturday,False,552,28,580,9.802,9,116,False
P0014461,CR00292,Health,nano,5917,2024-04-27,11,Saturday,False,159,3,162,2.738,2,249,False
P0014462,CR00292,Health,nano,5917,2023-10-06,15,Friday,False,292,16,308,5.205,19,80,False
P0014463,CR00292,Health,nano,5917,2023-10-27,21,Friday,False,429,24,453,7.656,9,103,True
P0014464,CR00292,Health,nano,5917,2024-01-27,10,Saturday,False,293,8,301,5.087,13,67,False
P0014465,CR00292,Health,nano,5917,2024-06-10,14,Monday,False,455,23,478,8.078,24,104,False
P0014466,CR00292,Health,nano,5917,2024-01-15,8,Monday,False,509,26,535,9.042,18,118,False
P0014467,CR00292,Health,nano,5917,2023-12-10,8,Sunday,False,163,10,173,2.924,2,71,True
P0014468,CR00292,Health,nano,5917,2024-05-25,14,Saturday,False,709,22,731,12.354,6,311,False
P0014469,CR00292,Health,nano,5917,2023-05-13,8,Saturday,False,295,10,305,5.155,19,239,False
P0014470,CR00292,Health,nano,5917,2024-01-17,20,Wednesday,False,259,18,277,4.681,26,30,False
P0014471,CR00292,Health,nano,5917,2024-11-08,10,Friday,False,140,4,144,2.434,26,205,False
P0014472,CR00292,Health,nano,5917,2024-08-15,20,Thursday,False,448,15,463,7.825,17,175,False
P0014473,CR00292,Health,nano,5917,2023-09-10,10,Sunday,False,213,11,224,3.786,14,142,False
P0014474,CR00292,Health,nano,5917,2023-10-20,12,Friday,False,140,8,148,2.501,26,101,False
P0014475,CR00292,Health,nano,5917,2024-02-19,13,Monday,False,516,32,548,9.261,0,126,False
P0014476,CR00292,Health,nano,5917,2023-09-24,15,Sunday,False,256,19,275,4.648,15,78,False
P0014477,CR00292,Health,nano,5917,2023-09-10,19,Sunday,False,290,14,304,5.138,22,14,False
P0014478,CR00292,Health,nano,5917,2024-09-23,11,Monday,False,238,5,243,4.107,22,208,False
P0014479,CR00292,Health,nano,5917,2025-01-13,7,Monday,False,345,23,368,6.219,0,25,False
P0014480,CR00292,Health,nano,5917,2023-09-26,17,Tuesday,False,265,6,271,4.58,10,129,False
P0014481,CR00292,Health,nano,5917,2024-05-31,19,Friday,False,259,17,276,4.665,10,312,False
P0014482,CR00292,Health,nano,5917,2023-07-12,17,Wednesday,False,491,32,523,8.839,12,144,False
P0014483,CR00292,Health,nano,5917,2024-12-22,15,Sunday,False,203,6,209,3.532,19,23,True
P0014484,CR00292,Health,nano,5917,2024-07-03,4,Wednesday,False,809,20,829,14.01,29,145,False
P0014485,CR00292,Health,nano,5917,2023-03-09,22,Thursday,False,741,54,795,13.436,8,62,False
P0014486,CR00292,Health,nano,5917,2023-08-17,5,Thursday,False,965,50,1015,17.154,12,50,False
P0014487,CR00292,Health,nano,5917,2024-09-29,22,Sunday,False,286,22,308,5.205,6,55,False
P0014488,CR00292,Health,nano,5917,2023-05-29,15,Monday,False,489,28,517,8.738,16,47,True
P0014489,CR00292,Health,nano,5917,2024-12-07,17,Saturday,False,383,14,397,6.709,21,105,False
P0014490,CR00292,Health,nano,5917,2025-02-16,20,Sunday,True,356,10,366,6.186,12,131,True
P0014491,CR00292,Health,nano,5917,2024-01-08,13,Monday,False,174,3,177,2.991,26,69,True
P0014492,CR00292,Health,nano,5917,2024-02-25,14,Sunday,False,436,23,459,7.757,20,702,False
P0014493,CR00292,Health,nano,5917,2024-06-17,11,Monday,False,407,25,432,7.301,26,139,False
P0014494,CR00292,Health,nano,5917,2023-04-03,19,Monday,False,226,10,236,3.989,7,45,False
P0014495,CR00292,Health,nano,5917,2023-05-29,18,Monday,False,240,5,245,4.141,26,371,False
P0014496,CR00292,Health,nano,5917,2024-03-26,9,Tuesday,False,270,12,282,4.766,8,53,False
P0014497,CR00292,Health,nano,5917,2023-10-14,19,Saturday,False,347,25,372,6.287,8,95,False
P0014498,CR00292,Health,nano,5917,2023-06-13,14,Tuesday,False,143,7,150,2.535,1,119,False
P0014499,CR00292,Health,nano,5917,2023-06-08,5,Thursday,True,123,7,130,2.197,27,350,True
P0014500,CR00292,Health,nano,5917,2024-11-08,11,Friday,False,1243,96,1339,22.63,13,229,False
P0014501,CR00292,Health,nano,5917,2024-10-14,13,Monday,False,730,49,779,13.165,25,42,False
P0014502,CR00292,Health,nano,5917,2024-05-19,13,Sunday,False,317,25,342,5.78,22,244,False
P0014503,CR00292,Health,nano,5917,2025-01-13,19,Monday,False,319,24,343,5.797,18,24,False
P0014504,CR00292,Health,nano,5917,2023-03-16,8,Thursday,False,195,12,207,3.498,13,49,False
P0014505,CR00293,Gaming,mid,274618,2024-12-18,15,Wednesday,False,6257,139,6396,2.329,10,175,False
P0014506,CR00293,Gaming,mid,274618,2023-04-24,21,Monday,False,3611,254,3865,1.407,11,36,False
P0014507,CR00293,Gaming,mid,274618,2025-02-10,10,Monday,False,3719,126,3845,1.4,17,174,False
P0014508,CR00293,Gaming,mid,274618,2024-05-03,7,Friday,False,3283,144,3427,1.248,27,164,False
P0014509,CR00293,Gaming,mid,274618,2023-07-07,16,Friday,False,4716,132,4848,1.765,24,49,False
P0014510,CR00293,Gaming,mid,274618,2023-06-20,17,Tuesday,False,11511,854,12365,4.503,27,241,False
P0014511,CR00293,Gaming,mid,274618,2023-11-01,14,Wednesday,False,6655,256,6911,2.517,10,86,False
P0014512,CR00293,Gaming,mid,274618,2024-03-23,5,Saturday,False,10995,561,11556,4.208,15,78,False
P0014513,CR00293,Gaming,mid,274618,2024-07-24,1,Wednesday,False,6768,424,7192,2.619,21,198,False
P0014514,CR00293,Gaming,mid,274618,2024-05-30,15,Thursday,False,2433,114,2547,0.927,8,107,True
P0014515,CR00293,Gaming,mid,274618,2024-05-18,18,Saturday,False,2713,159,2872,1.046,16,12,False
P0014516,CR00293,Gaming,mid,274618,2023-12-31,6,Sunday,True,3551,166,3717,1.354,8,141,True
P0014517,CR00293,Gaming,mid,274618,2024-09-06,11,Friday,False,8419,573,8992,3.274,1,30,False
P0014518,CR00293,Gaming,mid,274618,2024-05-08,14,Wednesday,True,4890,303,5193,1.891,10,175,True
P0014519,CR00293,Gaming,mid,274618,2023-12-08,20,Friday,False,6296,326,6622,2.411,16,107,False
P0014520,CR00293,Gaming,mid,274618,2023-07-26,20,Wednesday,False,2704,85,2789,1.016,25,174,False
P0014521,CR00293,Gaming,mid,274618,2024-03-27,11,Wednesday,False,7480,256,7736,2.817,25,44,False
P0014522,CR00293,Gaming,mid,274618,2023-09-21,19,Thursday,True,4342,294,4636,1.688,25,131,True
P0014523,CR00293,Gaming,mid,274618,2023-07-05,11,Wednesday,False,6020,188,6208,2.261,6,95,False
